"election","election_date","locality","precinct","district","district_type","provisional_ballots","absentee_ballots","in_person_ballots","in_person_curbside_ballots","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","402 - GENITO","07","Congressional","23","0","2957","100","2980","","",""
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","403 - BRANDERMILL","07","Congressional","8","0","2329","0","2337","3482","180","3662"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","404 - PROVIDENCE","07","Congressional","4","0","1876","83","1880","2914","133","3047"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","405 - LA PRADE","07","Congressional","3","0","2133","61","2136","3099","134","3233"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","406 - SMOKETREE","07","Congressional","1","0","1836","7","1837","2517","96","2613"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","407 - MONACAN","07","Congressional","1","0","1255","22","1256","1786","74","1860"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","408 - REAMS","07","Congressional","8","0","2732","98","2740","4271","256","4527"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","409 - MANCHESTER","07","Congressional","0","0","1120","15","1120","1591","69","1660"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","410 - WAGSTAFF","07","Congressional","2","0","1240","40","1242","1896","93","1989"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","411 - SWIFT CREEK","07","Congressional","5","0","2118","94","2123","3111","160","3271"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","413 - SHENANDOAH","07","Congressional","1","0","1849","33","1850","2795","167","2962"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","414 - CRENSHAW","07","Congressional","7","0","2841","36","2848","4916","346","5262"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","415 - EVERGREEN","07","Congressional","1","0","2197","22","2198","3244","130","3374"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","416 - EVERGREEN WEST","07","Congressional","11","0","1113","0","1124","1807","95","1902"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","417 - EDGEWATER","07","Congressional","0","0","1125","11","1125","1651","86","1737"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","501 - HUGUENOT","07","Congressional","0","0","1489","71","1489","2315","112","2427"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","502 - CRESTWOOD","07","Congressional","2","0","1134","0","1136","1592","69","1661"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","503 - MIDLOTHIAN","07","Congressional","2","0","2103","141","2105","3235","145","3380"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","504 - ROBIOUS","07","Congressional","0","0","3189","115","3189","4666","144","4810"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","505 - BON AIR","07","Congressional","8","0","2249","0","2257","3035","101","3136"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","506 - GREENFIELD","07","Congressional","6","0","2075","24","2081","3039","189","3228"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","507 - SALISBURY","07","Congressional","3","0","2868","68","2871","4098","136","4234"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","508 - BELGRADE","07","Congressional","1","0","1885","239","1886","3310","195","3505"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","509 - CRANBECK","07","Congressional","4","0","1418","12","1422","2237","147","2384"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","510 - SYCAMORE","07","Congressional","1","0","2239","50","2240","3159","115","3274"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","511 - BLACK HEATH","07","Congressional","1","0","1521","1","1522","2093","55","2148"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","513 - BEAUFONT","07","Congressional","3","0","956","0","959","1666","169","1835"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","514 - WATKINS","07","Congressional","3","0","2502","32","2505","3660","162","3822"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","515 - DAVIS","07","Congressional","10","0","1691","23","1701","","",""
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","516 - POCOSHOCK","07","Congressional","1","0","1103","16","1104","1857","94","1951"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","517 - ROSELAND","07","Congressional","1","0","1063","2","1064","1504","36","1540"
"2018 November General","2018-11-06 00:00:00","CHESTERFIELD COUNTY","518 - MIDLOTHIAN NORTH","07","Congressional","7","0","2499","10","2506","3719","173","3892"
"2018 November General","2018-11-06 00:00:00","CLARKE COUNTY","##Central Absentee","00","Local","0","786","0","0","786","0","0","0"
"2018 November General","2018-11-06 00:00:00","CLARKE COUNTY","##Central Absentee","10","Congressional","0","786","0","0","786","0","0","0"
"2018 November General","2018-11-06 00:00:00","CLARKE COUNTY","101 - RUSSELL","10","Congressional","0","0","1344","17","1344","2181","101","2282"
"2018 November General","2018-11-06 00:00:00","CLARKE COUNTY","201 - BERRYVILLE","10","Congressional","1","0","1126","5","1127","1897","124","2021"
"2018 November General","2018-11-06 00:00:00","CLARKE COUNTY","301 - MILLWOOD","10","Congressional","0","0","982","7","982","1617","91","1708"
"2018 November General","2018-11-06 00:00:00","CLARKE COUNTY","302 - PINE GROVE","10","Congressional","0","0","429","0","429","689","49","738"
"2018 November General","2018-11-06 00:00:00","CLARKE COUNTY","401 - WHITE POST","10","Congressional","2","0","1283","4","1285","2092","105","2197"
"2018 November General","2018-11-06 00:00:00","CLARKE COUNTY","501 - BUCKMARSH","10","Congressional","3","0","908","7","911","1476","84","1560"
"2018 November General","2018-11-06 00:00:00","CLARKE COUNTY","502 - BLUE RIDGE","10","Congressional","1","0","365","0","366","555","22","577"
"2018 November General","2018-11-06 00:00:00","COLONIAL HEIGHTS CITY","##Central Absentee","00","Local","0","639","0","0","639","0","0","0"
"2018 November General","2018-11-06 00:00:00","COLONIAL HEIGHTS CITY","##Central Absentee","04","Congressional","0","639","0","0","639","0","0","0"
"2018 November General","2018-11-06 00:00:00","COLONIAL HEIGHTS CITY","001 - FIRST","04","Congressional","2","0","859","0","861","1829","167","1996"
"2018 November General","2018-11-06 00:00:00","COLONIAL HEIGHTS CITY","002 - SECOND","04","Congressional","1","0","918","5","919","2035","183","2218"
"2018 November General","2018-11-06 00:00:00","COLONIAL HEIGHTS CITY","003 - THIRD","04","Congressional","0","0","1158","3","1158","2288","172","2460"
"2018 November General","2018-11-06 00:00:00","COLONIAL HEIGHTS CITY","004 - FOURTH","04","Congressional","0","0","1412","10","1412","2879","233","3112"
"2018 November General","2018-11-06 00:00:00","COLONIAL HEIGHTS CITY","005 - FIFTH","04","Congressional","0","0","1457","2","1457","2427","102","2529"
"2018 November General","2018-11-06 00:00:00","COVINGTON CITY","##Central Absentee","00","Local","0","84","0","1","84","0","0","0"
"2018 November General","2018-11-06 00:00:00","COVINGTON CITY","##Central Absentee","09","Congressional","0","84","0","1","84","0","0","0"
"2018 November General","2018-11-06 00:00:00","COVINGTON CITY","101 - PRECINCT 1-1","09","Congressional","0","0","285","0","285","560","41","601"
"2018 November General","2018-11-06 00:00:00","COVINGTON CITY","201 - PRECINCT 2-1","09","Congressional","0","0","317","0","317","667","42","709"
"2018 November General","2018-11-06 00:00:00","COVINGTON CITY","301 - PRECINCT 3-1","09","Congressional","0","0","276","2","276","668","56","724"
"2018 November General","2018-11-06 00:00:00","COVINGTON CITY","401 - PRECINCT 4-1","09","Congressional","0","0","419","0","419","789","34","823"
"2018 November General","2018-11-06 00:00:00","COVINGTON CITY","501 - PRECINCT 5-1","09","Congressional","0","0","402","0","402","749","34","783"
"2018 November General","2018-11-06 00:00:00","CRAIG COUNTY","101 - COURT HOUSE","09","Congressional","0","18","363","0","381","697","36","733"
"2018 November General","2018-11-06 00:00:00","CRAIG COUNTY","201 - AMMENDALE PRECINCT","09","Congressional","1","33","465","2","499","747","42","789"
"2018 November General","2018-11-06 00:00:00","CRAIG COUNTY","301 - GIVENS & REYNOLDS STORE","09","Congressional","0","12","273","2","285","439","20","459"
"2018 November General","2018-11-06 00:00:00","CRAIG COUNTY","303 - MARSHALLS STORE","09","Congressional","0","25","212","0","237","342","17","359"
"2018 November General","2018-11-06 00:00:00","CRAIG COUNTY","401 - BARBOURS CREEK","09","Congressional","0","3","196","0","199","328","15","343"
"2018 November General","2018-11-06 00:00:00","CRAIG COUNTY","402 - PAINT BANK","09","Congressional","0","3","36","0","39","63","6","69"
"2018 November General","2018-11-06 00:00:00","CRAIG COUNTY","403 - CRAIG SPRINGS","09","Congressional","0","15","179","0","194","329","29","358"
"2018 November General","2018-11-06 00:00:00","CRAIG COUNTY","501 - CRAIG CITY","09","Congressional","0","20","354","0","374","693","41","734"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","##Central Absentee","00","Local","0","1630","0","3","1630","0","0","0"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","##Central Absentee","07","Congressional","0","1630","0","3","1630","0","0","0"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","101 - WEST FAIRFAX","07","Congressional","2","0","2202","6","2204","4061","239","4300"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","201 - EAST FAIRFAX","07","Congressional","1","0","1922","6","1923","3796","270","4066"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","302 - EGGBORNSVILLE","07","Congressional","2","0","1091","3","1093","1814","73","1887"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","303 - CARDOVA","07","Congressional","2","0","866","3","868","1558","88","1646"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","304 - WILLOW SHADE","07","Congressional","0","0","419","3","419","804","57","861"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","401 - ELDORADO","07","Congressional","0","0","1176","5","1176","1930","102","2032"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","402 - BROWNS STORE","07","Congressional","0","0","1901","5","1901","3052","128","3180"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","501 - JEFFERSONTON","07","Congressional","1","0","1615","5","1616","2558","127","2685"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","502 - RIXEYVILLE","07","Congressional","0","0","1472","0","1472","2395","91","2486"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","601 - MITCHELLS","07","Congressional","0","0","268","2","268","410","27","437"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","602 - PEARL SAMPLE","07","Congressional","2","0","1701","4","1703","2806","119","2925"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","603 - SOUTH RIDGE","07","Congressional","0","0","518","3","518","898","76","974"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","702 - BRANDY STATION","07","Congressional","4","0","1584","3","1588","2649","121","2770"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","703 - LIGNUM","07","Congressional","4","0","752","0","756","1293","64","1357"
"2018 November General","2018-11-06 00:00:00","CULPEPER COUNTY","704 - RICHARDSVILLE","07","Congressional","2","0","392","0","394","640","26","666"
"2018 November General","2018-11-06 00:00:00","CUMBERLAND COUNTY","##Central Absentee","00","Local","0","299","0","0","299","0","0","0"
"2018 November General","2018-11-06 00:00:00","CUMBERLAND COUNTY","##Central Absentee","05","Congressional","0","299","0","0","299","0","0","0"
"2018 November General","2018-11-06 00:00:00","CUMBERLAND COUNTY","101 - PRECINCT 1","05","Congressional","0","0","865","0","865","1343","65","1408"
"2018 November General","2018-11-06 00:00:00","CUMBERLAND COUNTY","201 - PRECINCT 2","05","Congressional","2","0","832","0","834","1422","60","1482"
"2018 November General","2018-11-06 00:00:00","CUMBERLAND COUNTY","301 - PRECINCT 3","05","Congressional","1","0","763","0","764","1346","58","1404"
"2018 November General","2018-11-06 00:00:00","CUMBERLAND COUNTY","401 - PRECINCT 4","05","Congressional","0","0","797","0","797","1283","44","1327"
"2018 November General","2018-11-06 00:00:00","CUMBERLAND COUNTY","501 - PRECINCT 5","05","Congressional","1","0","682","0","683","1200","81","1281"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","##Central Absentee","00","Local","0","976","0","1","976","0","0","0"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","##Central Absentee","05","Congressional","0","976","0","1","976","0","0","0"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","001 - WARD ONE","05","Congressional","0","0","407","6","407","789","63","852"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","002 - WARD TWO","05","Congressional","0","0","444","9","444","872","112","984"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","003 - WARD THREE","05","Congressional","0","0","906","7","906","1605","189","1794"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","004 - WARD FOUR","05","Congressional","0","0","1537","6","1537","2913","211","3124"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","006 - WARD SIX","05","Congressional","0","0","418","2","418","891","69","960"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","007 - WARD SEVEN","05","Congressional","3","0","751","9","754","1630","190","1820"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","008 - WARD EIGHT","05","Congressional","0","0","732","5","732","1395","91","1486"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","009 - WARD NINE","05","Congressional","0","0","663","4","663","1214","78","1292"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","010 - WARD TEN","05","Congressional","0","0","917","6","917","1647","97","1744"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","011 - WARD ELEVEN","05","Congressional","4","0","1266","9","1270","2333","155","2488"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","012 - WARD TWELVE","05","Congressional","0","0","1381","5","1381","2311","132","2443"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","013 - WARD THIRTEEN","05","Congressional","0","0","1171","5","1171","2110","174","2284"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","014 - WARD FOURTEEN","05","Congressional","1","0","196","5","197","371","34","405"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","015 - WARD FIFTEEN","05","Congressional","0","0","1068","4","1068","1961","127","2088"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","016 - WARD SIXTEEN","05","Congressional","1","0","1223","4","1224","2137","136","2273"
"2018 November General","2018-11-06 00:00:00","DANVILLE CITY","017 - WARD SEVENTEEN","05","Congressional","0","0","1138","3","1138","1792","106","1898"
"2018 November General","2018-11-06 00:00:00","DICKENSON COUNTY","##Central Absentee","00","Local","0","491","0","8","491","0","0","0"
"2018 November General","2018-11-06 00:00:00","DICKENSON COUNTY","##Central Absentee","09","Congressional","1","491","0","8","492","0","0","0"
"2018 November General","2018-11-06 00:00:00","DICKENSON COUNTY","101 - SOUTH CLINTWOOD","09","Congressional","0","0","856","3","856","2034","123","2157"
"2018 November General","2018-11-06 00:00:00","DICKENSON COUNTY","201 - NORA","09","Congressional","0","0","256","2","256","669","41","710"
"2018 November General","2018-11-06 00:00:00","DICKENSON COUNTY","202 - FRYING PAN","09","Congressional","0","0","122","1","122","244","10","254"
"2018 November General","2018-11-06 00:00:00","DICKENSON COUNTY","203 - CLINCHCO","09","Congressional","1","0","395","2","396","919","39","958"
"2018 November General","2018-11-06 00:00:00","DICKENSON COUNTY","301 - WEST DANTE","09","Congressional","0","0","162","0","162","277","18","295"
"2018 November General","2018-11-06 00:00:00","DICKENSON COUNTY","302 - HERALD","09","Congressional","0","0","255","1","255","511","36","547"
"2018 November General","2018-11-06 00:00:00","DICKENSON COUNTY","303 - RIDGE","09","Congressional","0","0","427","5","427","1091","73","1164"
"2018 November General","2018-11-06 00:00:00","DICKENSON COUNTY","401 - HAYSI-COLLEY","09","Congressional","1","0","695","4","696","1826","112","1938"
"2018 November General","2018-11-06 00:00:00","DICKENSON COUNTY","501 - TARPON","09","Congressional","0","0","220","0","220","497","32","529"
"2018 November General","2018-11-06 00:00:00","DICKENSON COUNTY","502 - NORTH CLINTWOOD","09","Congressional","0","0","663","0","663","1495","91","1586"
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","##Central Absentee","00","Local","0","826","0","4","826","0","0","0"
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","##Central Absentee","04","Congressional","0","826","0","4","826","0","0","0"
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","101 - WHITE OAK","04","Congressional","0","0","418","0","418","706","33","739"
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","102 - ROCKY RUN","04","Congressional","0","0","613","0","613","","",""
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","103 - CHURCH ROAD","04","Congressional","0","0","988","0","988","1675","62","1737"
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","201 - ROHOIC","04","Congressional","0","0","548","0","548","","",""
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","202 - SUTHERLAND","04","Congressional","0","0","1434","0","1434","2665","122","2787"
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","301 - REAMS","04","Congressional","0","0","434","0","434","","",""
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","302 - NEW HOPE","04","Congressional","0","0","703","0","703","1295","79","1374"
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","303 - LITTLE ZION","04","Congressional","0","0","983","4","983","","",""
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","401 - DINWIDDIE","04","Congressional","0","0","1021","0","1021","","",""
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","402 - MCKENNEY","04","Congressional","0","0","572","0","572","","",""
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","403 - CHERRY HILL","04","Congressional","0","0","417","0","417","","",""
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","501 - EDGEHILL","04","Congressional","0","0","193","0","193","456","96","552"
"2018 November General","2018-11-06 00:00:00","DINWIDDIE COUNTY","502 - CHESDIN","04","Congressional","0","0","1445","0","1445","","",""
"2018 November General","2018-11-06 00:00:00","EMPORIA CITY","##Central Absentee","00","Local","0","76","0","0","76","0","0","0"
"2018 November General","2018-11-06 00:00:00","EMPORIA CITY","##Central Absentee","04","Congressional","0","76","0","0","76","0","0","0"
"2018 November General","2018-11-06 00:00:00","EMPORIA CITY","101 - PRECINCT 1-1","04","Congressional","0","0","306","0","306","563","62","625"
"2018 November General","2018-11-06 00:00:00","EMPORIA CITY","201 - PRECINCT 2-1","04","Congressional","0","0","192","0","192","398","34","432"
"2018 November General","2018-11-06 00:00:00","EMPORIA CITY","301 - PRECINCT 3-1","04","Congressional","0","0","246","0","246","486","48","534"
"2018 November General","2018-11-06 00:00:00","EMPORIA CITY","401 - PRECINCT 4-1","04","Congressional","0","0","315","1","315","652","52","704"
"2018 November General","2018-11-06 00:00:00","EMPORIA CITY","501 - PRECINCT 5-1","04","Congressional","0","0","183","0","183","386","46","432"
"2018 November General","2018-11-06 00:00:00","EMPORIA CITY","601 - DISTRICT 6","04","Congressional","0","0","283","0","283","531","46","577"
"2018 November General","2018-11-06 00:00:00","EMPORIA CITY","701 - DISTRICT 7","04","Congressional","0","0","200","0","200","447","55","502"
"2018 November General","2018-11-06 00:00:00","ESSEX COUNTY","##Central Absentee","00","Local","0","408","0","3","408","0","0","0"
"2018 November General","2018-11-06 00:00:00","ESSEX COUNTY","##Central Absentee","01","Congressional","0","408","0","0","408","0","0","0"
"2018 November General","2018-11-06 00:00:00","ESSEX COUNTY","101 - GREATER TAPPAHANNOCK","01","Congressional","1","0","907","0","908","1646","167","1813"
"2018 November General","2018-11-06 00:00:00","ESSEX COUNTY","201 - NORTH","01","Congressional","2","0","949","0","951","1702","191","1892"
"2018 November General","2018-11-06 00:00:00","ESSEX COUNTY","301 - SOUTH","01","Congressional","0","0","1134","3","1134","1891","139","2030"
"2018 November General","2018-11-06 00:00:00","ESSEX COUNTY","401 - CENTRAL","01","Congressional","2","0","1046","3","1048","1755","162","1917"
"2018 November General","2018-11-06 00:00:00","FAIRFAX CITY","##Central Absentee","00","Local","0","1615","0","7","1615","0","0","0"
"2018 November General","2018-11-06 00:00:00","FAIRFAX CITY","##Central Absentee","11","Congressional","0","1615","0","7","1615","0","0","0"
"2018 November General","2018-11-06 00:00:00","FAIRFAX CITY","001 - ONE","11","Congressional","5","0","1427","3","1432","2517","167","2684"
"2018 November General","2018-11-06 00:00:00","FAIRFAX CITY","002 - TWO","11","Congressional","2","0","1420","6","1422","2378","157","2535"
"2018 November General","2018-11-06 00:00:00","FAIRFAX CITY","003 - THREE","11","Congressional","8","0","1932","0","1940","3385","259","3644"
"2018 November General","2018-11-06 00:00:00","FAIRFAX CITY","004 - FOUR","11","Congressional","1","0","1544","4","1545","2609","163","2772"
"2018 November General","2018-11-06 00:00:00","FAIRFAX CITY","005 - FIVE","11","Congressional","4","0","1348","6","1352","2318","154","2472"
"2018 November General","2018-11-06 00:00:00","FAIRFAX CITY","006 - SIX","11","Congressional","4","0","1336","0","1340","2237","162","2399"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","##Central Absentee","00","Local","0","77886","0","648","77886","0","0","0"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","##Central Absentee","08","Congressional","5","22494","0","0","22499","0","0","0"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","##Central Absentee","10","Congressional","1","19369","0","0","19370","0","0","0"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","##Central Absentee","11","Congressional","2","36023","0","0","36025","0","0","0"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","104 - CHAPEL","11","Congressional","1","0","1504","4","1505","2372","124","2496"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","105 - FAIRVIEW","11","Congressional","6","0","2834","22","2840","4737","351","5088"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","106 - HERITAGE","11","Congressional","2","0","1928","11","1930","3703","399","4100"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","108 - KINGS PARK","11","Congressional","4","0","1504","8","1508","2408","144","2551"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","109 - LITTLE RUN","11","Congressional","1","0","892","11","893","1469","97","1565"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","110 - NORTH SPRINGFIELD","11","Congressional","5","0","2437","11","2442","4241","332","4571"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","113 - CANTERBURY","11","Congressional","1","0","2450","15","2451","4087","240","4327"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","114 - OLDE CREEK","11","Congressional","4","0","1175","10","1179","1955","117","2072"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","115 - RAVENSWORTH","11","Congressional","2","0","1110","1","1112","1759","92","1851"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","116 - WAKEFIELD","11","Congressional","3","0","1481","2","1484","2294","148","2442"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","117 - WOODSON","11","Congressional","3","0","1662","26","1665","3006","163","3169"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","118 - LAKE BRADDOCK","11","Congressional","3","0","2411","16","2414","4205","253","4456"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","119 - LAUREL","11","Congressional","4","0","2431","1","2435","4119","273","4392"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","120 - SIDEBURN","11","Congressional","1","0","1950","12","1951","3149","173","3321"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","121 - VILLA","11","Congressional","3","0","1180","6","1183","2051","140","2191"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","123 - ROBINSON","11","Congressional","7","0","2431","19","2438","4265","311","4576"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","125 - SIGNAL HILL","11","Congressional","3","0","1872","10","1875","3187","183","3368"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","126 - BONNIE BRAE","11","Congressional","2","0","1466","5","1468","2386","154","2539"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","127 - BURKE CENTRE","11","Congressional","2","0","2669","26","2671","4546","406","4952"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","128 - CARDINAL","11","Congressional","1","0","1373","4","1374","2333","158","2490"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","129 - KEENE MILL","11","Congressional","2","0","1069","4","1071","1693","113","1806"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","130 - TERRA CENTRE","11","Congressional","0","0","1512","4","1512","2389","171","2560"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","131 - EAGLE VIEW","11","Congressional","10","0","1978","29","1988","3733","378","4110"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","132 - MONUMENT","11","Congressional","4","0","2189","12","2193","4686","587","5273"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","133 - DANBURY","11","Congressional","0","0","451","0","451","688","51","739"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","134 - UNIVERSITY","11","Congressional","29","0","1695","0","1724","3758","445","4201"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","201 - Armstrong","11","Congressional","5","0","2326","2","2331","3746","412","4158"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","202 - FLINT HILL","11","Congressional","0","0","1866","4","1866","3010","154","3163"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","203 - FLORIS","11","Congressional","2","0","2296","6","2298","3795","198","3992"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","204 - MADISON","11","Congressional","0","0","523","3","523","922","91","1013"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","208 - RESTON #1","11","Congressional","8","0","2117","6","2125","3668","440","4107"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","209 - RESTON #2","11","Congressional","6","0","1918","15","1924","3210","305","3515"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","213 - VIENNA #1","11","Congressional","5","0","2447","6","2452","4082","303","4383"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","214 - VIENNA #2","11","Congressional","4","0","1927","7","1931","3173","212","3384"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","216 - VIENNA #4","11","Congressional","1","0","979","3","980","1552","133","1685"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","218 - VIENNA #6","11","Congressional","1","0","1371","6","1372","2257","161","2415"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","219 - WESTBRIAR","11","Congressional","6","0","2127","3","2133","3648","270","3917"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","220 - DOGWOOD","11","Congressional","11","0","2450","0","2461","4210","318","4528"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","221 - HUNTERS WOODS","11","Congressional","4","0","1742","9","1746","2751","134","2885"
"2018 November General","2018-11-06 00:00:00","FAIRFAX COUNTY","222 - RESTON #3","11","Congressional","6","0","1379","2","1385","2210","168","2376"
